season,week,cutline_type,key,raw_cutline,shrunk_cutline,base_cutline
2022,18,slot,WR,9.8,10.047500000000001,10.350000000000001
2022,18,slot,TE,8.3,8.989999999999998,9.45
2022,18,slot,FLEX,7.6,7.9,8.350000000000001
2022,18,slot,SF,10.36,11.5,12.64
2022,18,position,QB,10.36,11.614,12.64
2022,18,position,RB,7.6,7.9825,8.45
2022,18,position,WR,7.800000000000001,8.115000000000002,8.5
2022,18,position,TE,8.3,8.3,8.3
2023,1,slot,QB,16.459999999999997,17.878999999999998,19.04
2023,1,slot,RB,10.7,10.655,10.6
2023,1,slot,WR,10.0,10.1575,10.350000000000001
2023,1,slot,TE,6.5,7.9399999999999995,8.9
2023,1,slot,FLEX,8.1,8.04,7.95
2023,1,slot,SF,10.18,11.459999999999999,12.739999999999998
2023,1,position,QB,10.18,11.588,12.739999999999998
2023,1,position,RB,8.100000000000001,8.055000000000001,8.0
2023,1,position,WR,8.1,8.055,8.0
2023,1,position,TE,6.5,7.49,8.15
2023,2,slot,QB,22.200000000000003,20.462,19.04
2023,2,slot,RB,11.5,11.094999999999999,10.6
2023,2,slot,WR,12.6,11.587500000000002,10.350000000000001
