season,rank,tier,player,team,position,pos_rank,merge_name,gsis_id
2021,109.4,,Corey Davis,NYJ,WR,39,corey davis,00-0033871
2021,109.4,,Laviska Shenault Jr.,JAX,WR,38,laviska shenault,00-0036268
2021,112.1,,Mac Jones,NE,QB,28,mac jones,00-0036972
2021,112.1,,Zach Wilson,NYJ,QB,29,zach wilson,00-0037013
2021,112.9,,James Conner,ARI,RB,39,james conner,00-0033553
2021,113.2,,Daniel Jones,NYG,QB,30,daniel jones,00-0035710
2021,114.0,,Marquez Callaway,NO,WR,40,marquez callaway,00-0036219
2021,116.3,,Jamaal Williams,DET,RB,40,jamaal williams,00-0033948
2021,116.9,,Michael Pittman Jr.,IND,WR,41,michael pittman,00-0036252
2021,120.1,,David Johnson,HOU,RB,41,david johnson,00-0032187
2021,121.4,,Tony Pollard,DAL,RB,42,tony pollard,00-0035261
2021,125.1,,Mike Gesicki,MIA,TE,12,mike gesicki,00-0034829
2021,125.9,,Teddy Bridgewater,DEN,QB,31,teddy bridgewater,00-0031237
2021,127.2,,Jaylen Waddle,MIA,WR,42,jaylen waddle,00-0036613
2021,127.6,,DJ Chark,JAX,WR,43,dj chark,00-0034777
2021,128.3,,Mecole Hardman,KC,WR,44,mecole hardman,00-0035140
2021,128.3,,Phillip Lindsay,HOU,RB,43,phillip lindsay,00-0034109
2021,128.5,,Kenyan Drake,LV,RB,44,kenyan drake,00-0033118
2021,129.4,,Rob Gronkowski,TB,TE,13,rob gronkowski,00-0027656
2021,129.6,,Jonnu Smith,NE,TE,14,jonnu smith,00-0033858
2021,130.6,,Brandin Cooks,HOU,WR,45,brandin cooks,00-0031236
2021,131.9,,Rhamondre Stevenson,NE,RB,45,rhamondre stevenson,00-0036875
2021,132.3,,Giovani Bernard,TB,RB,46,giovani bernard,00-0030456
2021,133.5,,William Fuller V,MIA,WR,46,william fuller,00-0033127
2021,134.0,,Jared Goff,DET,QB,32,jared goff,00-0033106
2021,135.2,,Jimmy Garoppolo,SF,QB,33,jimmy garoppolo,00-0031345
2021,135.3,,Jakobi Meyers,NE,WR,47,jakobi meyers,00-0034960
2021,136.4,,Alexander Mattison,MIN,RB,47,alexander mattison,00-0034972
2021,136.8,,Nyheim Hines,IND,RB,48,nyheim hines,00-0034367
2021,137.0,,Mike Williams,LAC,WR,48,mike williams,00-0033536
2021,137.5,,Darnell Mooney,CHI,WR,49,darnell mooney,00-0036309
2021,140.3,,Latavius Murray,NO,RB,49,latavius murray,00-0030513
2021,141.0,,James White,NE,RB,50,james white,00-0031062
2021,145.6,,Tevin Coleman,NYJ,RB,51,tevin coleman,00-0032058
2021,146.3,,Marvin Jones Jr.,JAX,WR,50,marvin jones,00-0029293
2021,147.8,,Jared Cook,LAC,TE,15,jared cook,00-0027061
2021,148.1,,Hunter Henry,NE,TE,16,hunter henry,00-0033090
2021,148.3,,Zach Ertz,PHI,TE,17,zach ertz,00-0030061
2021,149.8,,Henry Ruggs III,LV,WR,51,henry ruggs,00-0036357
2021,149.9,,Gerald Everett,SEA,TE,18,gerald everett,00-0033895
2021,151.6,,Tyrod Taylor,HOU,QB,34,tyrod taylor,00-0028118
2021,153.5,,J.D. McKissic,WAS,RB,52,jd mckissic,00-0032602
2021,154.0,,Evan Engram,NYG,TE,19,evan engram,00-0033881
2021,154.4,,Jarvis Landry,CLE,WR,52,jarvis landry,00-0031382
2021,154.7,,Gabe Davis,BUF,WR,53,gabe davis,00-0036196
2021,155.5,,Chuba Hubbard,CAR,RB,53,chuba hubbard,00-0036555
2021,157.1,,Elijah Moore,NYJ,WR,54,elijah moore,00-0036980
2021,157.4,,Mark Ingram II,HOU,RB,54,mark ingram,00-0027966
2021,159.4,,Rondale Moore,ARI,WR,55,rondale moore,00-0036936
2021,159.5,,Curtis Samuel,WAS,WR,56,curtis samuel,00-0033282
2021,161.2,,Michael Gallup,DAL,WR,57,michael gallup,00-0034764
2021,162.1,,Taysom Hill,NO,QB,35,taysom hill,00-0033357
2021,163.7,,Russell Gage Jr.,ATL,WR,58,russell gage,00-0034411
2021,163.7,,Terrace Marshall Jr.,CAR,WR,59,terrace marshall,00-0036955
2021,167.8,,Marquise Brown,BAL,WR,60,marquise brown,00-0035662
2022,1.4,,Josh Allen,BUF,QB,1,josh allen,00-0034857
2022,2.2,,Jonathan Taylor,IND,RB,1,jonathan taylor,00-0036223
2022,2.5,,Justin Herbert,LAC,QB,2,justin herbert,00-0036355
2022,2.7,,Blaine Gabbert,TB,QB,3,blaine gabbert,00-0027948
2022,4.2,,Christian McCaffrey,CAR,RB,2,christian mccaffrey,00-0033280
2022,4.4,,Patrick Mahomes,KC,QB,4,patrick mahomes,00-0033873
2022,6.4,,Austin Ekeler,LAC,RB,3,austin ekeler,00-0033699
2022,7.3,,Derrick Henry,TEN,RB,4,derrick henry,00-0032764
2022,7.8,,Justin Jefferson,MIN,WR,1,justin jefferson,00-0036322
2022,8.1,,Lamar Jackson,BAL,QB,5,lamar jackson,00-0034796
2022,9.6,,Cooper Kupp,LAR,WR,2,cooper kupp,00-0033908
2022,11.3,,Najee Harris,PIT,RB,5,najee harris,00-0036893
2022,11.4,,Dalvin Cook,MIN,RB,6,dalvin cook,00-0033893
2022,12.4,,Joe Burrow,CIN,QB,6,joe burrow,00-0036442
2022,13.4,,Kyler Murray,ARI,QB,7,kyler murray,00-0035228
2022,13.8,,Jalen Hurts,PHI,QB,8,jalen hurts,00-0036389
2022,14.1,,Ja'Marr Chase,CIN,WR,3,jamarr chase,00-0036900
2022,15.8,,Joe Mixon,CIN,RB,7,joe mixon,00-0033897
2022,18.1,,Russell Wilson,DEN,QB,9,russell wilson,00-0029263
2022,18.7,,D'Andre Swift,DET,RB,8,dandre swift,00-0036275
2022,19.8,,Davante Adams,LV,WR,4,davante adams,00-0031381
2022,20.0,,Alvin Kamara,NO,RB,9,alvin kamara,00-0033906
2022,20.6,,Stefon Diggs,BUF,WR,5,stefon diggs,00-0031588
2022,22.4,,Travis Kelce,KC,TE,1,travis kelce,00-0030506
2022,23.9,,Aaron Jones Sr.,GB,RB,10,aaron jones,00-0033293
2022,24.3,,Tom Brady,TB,QB,10,tom brady,00-0019596
2022,25.3,,Nick Chubb,CLE,RB,11,nick chubb,00-0034791
2022,25.7,,CeeDee Lamb,DAL,WR,6,ceedee lamb,00-0036358
2022,26.5,,Matthew Stafford,LAR,QB,11,matthew stafford,00-0026498
2022,26.6,,Saquon Barkley,NYG,RB,12,saquon barkley,00-0034844
2022,28.3,,Dak Prescott,DAL,QB,12,dak prescott,00-0033077
2022,29.7,,Deebo Samuel Sr.,SF,WR,7,deebo samuel,00-0035719
2022,30.7,,Trey Lance,SF,QB,13,trey lance,00-0037012
2022,31.9,,Aaron Rodgers,GB,QB,14,aaron rodgers,00-0023459
2022,32.8,,Leonard Fournette,TB,RB,13,leonard fournette,00-0033856
2022,33.1,,Javonte Williams,DEN,RB,14,javonte williams,00-0036997
2022,33.8,,Mark Andrews,BAL,TE,2,mark andrews,00-0034753
2022,35.6,,Tyreek Hill,MIA,WR,8,tyreek hill,00-0033040
2022,36.3,,Derek Carr,LV,QB,15,derek carr,00-0031280
2022,38.8,,Mike Evans,TB,WR,9,mike evans,00-0031408
2022,39.5,,Kirk Cousins,MIN,QB,16,kirk cousins,00-0029604
2022,39.7,,Ezekiel Elliott,DAL,RB,15,ezekiel elliott,00-0033045
2022,41.0,,James Conner,ARI,RB,16,james conner,00-0033553
2022,41.9,,Keenan Allen,LAC,WR,10,keenan allen,00-0030279
2022,42.1,,Michael Pittman Jr.,IND,WR,11,michael pittman,00-0036252
2022,42.9,,Kyle Pitts Sr.,ATL,TE,3,kyle pitts,00-0036970
2022,44.8,,A.J. Brown,PHI,WR,12,aj brown,00-0035676
2022,45.3,,Travis Etienne Jr.,JAX,RB,17,travis etienne,00-0036973
2022,47.5,,Tee Higgins,CIN,WR,13,tee higgins,00-0036410
2022,48.5,,Matt Ryan,IND,QB,17,matt ryan,00-0026143
2022,48.8,,David Montgomery,CHI,RB,18,david montgomery,00-0035685
2022,49.0,,Tua Tagovailoa,MIA,QB,18,tua tagovailoa,00-0036212
2022,52.1,,Cam Akers,LAR,RB,19,cam akers,00-0036414
2022,52.5,,Mike Williams,LAC,WR,14,mike williams,00-0033536
2022,52.6,,J.K. Dobbins,BAL,RB,20,jk dobbins,00-0036158
2022,53.2,,Terry McLaurin,WAS,WR,15,terry mclaurin,00-0035659
2022,53.5,,Trevor Lawrence,JAX,QB,19,trevor lawrence,00-0036971
2022,55.5,,George Kittle,SF,TE,4,george kittle,00-0033288
2022,56.8,,Breece Hall,NYJ,RB,21,breece hall,00-0038120
2022,57.0,,Courtland Sutton,DEN,WR,16,courtland sutton,00-0034348
2022,57.9,,Elijah Mitchell,SF,RB,22,elijah mitchell,00-0036567
2022,58.9,,Darren Waller,LV,TE,5,darren waller,00-0031610
2022,60.1,,DK Metcalf,SEA,WR,17,dk metcalf,00-0035640
2022,61.3,,Jameis Winston,NO,QB,20,jameis winston,00-0031503
2022,62.1,,Josh Jacobs,LV,RB,23,josh jacobs,00-0035700
2022,62.4,,A.J. Dillon,GB,RB,24,aj dillon,00-0036265
2022,63.0,,Justin Fields,CHI,QB,21,justin fields,00-0036945
2022,63.5,,Diontae Johnson,PIT,WR,18,diontae johnson,00-0035216
2022,65.1,,Jaylen Waddle,MIA,WR,19,jaylen waddle,00-0036613
2022,66.0,,Michael Thomas,NO,WR,20,michael thomas,00-0032765
2022,67.2,,DJ Moore,CAR,WR,21,dj moore,00-0034827
2022,68.3,,Clyde Edwards-Helaire,KC,RB,25,clyde edwards-helaire,00-0036360
2022,69.1,,Chris Godwin Jr.,TB,WR,22,chris godwin,00-0033921
2022,69.7,,Allen Robinson II,LAR,WR,23,allen robinson,00-0031428
2022,71.0,,Dalton Schultz,DAL,TE,6,dalton schultz,00-0034383
2022,73.4,,Brandin Cooks,HOU,WR,24,brandin cooks,00-0031236
2022,74.1,,Miles Sanders,PHI,RB,26,miles sanders,00-0035243
2022,76.3,,Adam Thielen,MIN,WR,25,adam thielen,00-0030035
2022,76.6,,Rashaad Penny,SEA,RB,27,rashaad penny,00-0034750
2022,76.9,,Jerry Jeudy,DEN,WR,26,jerry jeudy,00-0036407
2022,77.7,,Gabe Davis,BUF,WR,27,gabe davis,00-0036196
2022,78.0,,Antonio Gibson,WAS,RB,28,antonio gibson,00-0036328
2022,78.6,,Ryan Tannehill,TEN,QB,22,ryan tannehill,00-0029701
2022,80.2,,Tony Pollard,DAL,RB,29,tony pollard,00-0035261
2022,80.6,,T.J. Hockenson,DET,TE,7,tj hockenson,00-0035229
2022,83.6,,Daniel Jones,NYG,QB,23,daniel jones,00-0035710
2022,84.5,,Chase Edmonds,MIA,RB,30,chase edmonds,00-0034681
2022,84.5,,Marquise Brown,ARI,WR,28,marquise brown,00-0035662
2022,84.5,,Darnell Mooney,CHI,WR,29,darnell mooney,00-0036309
2022,85.2,,Damien Harris,NE,RB,31,damien harris,00-0035657
2022,87.1,,Amon-Ra St. Brown,DET,WR,30,amon-ra st brown,00-0036963
2022,87.2,,Kareem Hunt,CLE,RB,32,kareem hunt,00-0033923
2022,88.6,,Dameon Pierce,HOU,RB,33,dameon pierce,00-0037258
2022,89.4,,Mac Jones,NE,QB,24,mac jones,00-0036972
2022,90.3,,DeAndre Hopkins,ARI,WR,31,deandre hopkins,00-0030564
2022,90.4,,JuJu Smith-Schuster,KC,WR,32,juju smith-schuster,00-0033857
2022,91.6,,Hunter Renfrow,LV,WR,33,hunter renfrow,00-0034983
2022,92.5,,Devin Singletary,BUF,RB,34,devin singletary,00-0035250
2022,93.7,,Rhamondre Stevenson,NE,RB,35,rhamondre stevenson,00-0036875
2022,93.9,,Deshaun Watson,CLE,QB,25,deshaun watson,00-0033537
2022,95.1,,Dawson Knox,BUF,TE,8,dawson knox,00-0035689
2022,98.0,,Allen Lazard,GB,WR,34,allen lazard,00-0034521
2022,99.6,,Carson Wentz,WAS,QB,26,carson wentz,00-0032950
2022,100.7,,Kenneth Walker III,SEA,RB,36,kenneth walker,00-0038134
2022,101.2,,Zach Ertz,ARI,TE,9,zach ertz,00-0030061
2022,102.2,,Rashod Bateman,BAL,WR,35,rashod bateman,00-0036550
2022,103.3,,Dallas Goedert,PHI,TE,10,dallas goedert,00-0034351
2022,104.8,,Jared Goff,DET,QB,27,jared goff,00-0033106
2022,105.0,,Amari Cooper,CLE,WR,36,amari cooper,00-0031544
2022,105.6,,Melvin Gordon III,DEN,RB,37,melvin gordon,00-0032144
2022,106.3,,Cordarrelle Patterson,ATL,RB,38,cordarrelle patterson,00-0030578
2022,106.5,,Baker Mayfield,CAR,QB,28,baker mayfield,00-0034855
2022,106.6,,James Cook,BUF,RB,39,james cook,00-0037248
2022,109.9,,Brandon Aiyuk,SF,WR,37,brandon aiyuk,00-0036261
2022,110.0,,James Robinson,JAX,RB,40,james robinson,00-0035831
2022,111.6,,Alexander Mattison,MIN,RB,41,alexander mattison,00-0034972
2022,113.1,,Elijah Moore,NYJ,WR,38,elijah moore,00-0036980
2022,115.1,,Marcus Mariota,ATL,QB,29,marcus mariota,00-0032268
2022,115.9,,DeVonta Smith,PHI,WR,39,devonta smith,00-0036912
2022,117.4,,Robert Woods,TEN,WR,40,robert woods,00-0030431
2022,117.5,,Nyheim Hines,IND,RB,42,nyheim hines,00-0034367
2022,118.0,,Darrell Henderson Jr.,LAR,RB,43,darrell henderson,00-0035664
2022,119.9,,Zach Wilson,NYJ,QB,30,zach wilson,00-0037013
2022,120.1,,Drake London,ATL,WR,41,drake london,00-0037238
2022,121.2,,Davis Mills,HOU,QB,31,davis mills,00-0036898
2022,121.6,,Christian Kirk,JAX,WR,42,christian kirk,00-0034775
2022,124.5,,Michael Carter,NYJ,RB,44,michael carter,00-0036924
2022,125.3,,Pat Freiermuth,PIT,TE,11,pat freiermuth,00-0036894
2022,125.6,,Tyler Allgeier,ATL,RB,45,tyler allgeier,00-0037263
2022,127.0,,Chris Olave,NO,WR,43,chris olave,00-0037239
2022,127.9,,Cole Kmet,CHI,TE,12,cole kmet,00-0036290
2022,128.2,,Kadarius Toney,NYG,WR,44,kadarius toney,
2022,128.5,,Mitchell Trubisky,PIT,QB,32,mitchell trubisky,00-0033869
2022,128.6,,Brian Robinson Jr.,WAS,RB,46,brian robinson,00-0037746
2022,130.7,,Isaiah Spiller,LAC,RB,48,isaiah spiller,
2022,130.7,,Raheem Mostert,MIA,RB,47,raheem mostert,00-0031687
2022,131.0,,Mike Gesicki,MIA,TE,13,mike gesicki,00-0034829
2022,132.7,,George Pickens,PIT,WR,45,george pickens,00-0037247
2022,132.8,,Tyler Higbee,LAR,TE,14,tyler higbee,00-0033110
2022,133.1,,Skyy Moore,KC,WR,46,skyy moore,00-0038090
2022,134.2,,Russell Gage Jr.,TB,WR,47,russell gage,00-0034411
2022,134.4,,Kenneth Gainwell,PHI,RB,49,kenneth gainwell,00-0036919
2022,134.4,,Isiah Pacheco,KC,RB,50,isiah pacheco,00-0037197
2022,134.7,,Tyler Lockett,SEA,WR,48,tyler lockett,00-0032211
2022,136.2,,Michael Gallup,DAL,WR,49,michael gallup,00-0034764
2022,136.8,,Kenny Pickett,PIT,QB,33,kenny pickett,00-0038102
2022,139.7,,Joshua Palmer,LAC,WR,50,joshua palmer,00-0036988
2022,140.0,,J.D. McKissic,WAS,RB,51,jd mckissic,00-0032602
2022,140.6,,Ronald Jones,KC,RB,52,ronald jones,00-0034816
2022,143.6,,Jimmy Garoppolo,SF,QB,34,jimmy garoppolo,00-0031345
2022,143.9,,David Njoku,CLE,TE,15,david njoku,00-0033885
2022,144.0,,Rachaad White,TB,RB,53,rachaad white,00-0037256
2022,144.5,,Julio Jones,TB,WR,51,julio jones,00-0027944
2022,146.0,,Treylon Burks,TEN,WR,52,treylon burks,00-0037742
2022,146.3,,Mark Ingram II,NO,RB,54,mark ingram,00-0027966
2022,147.9,,Robert Tonyan,GB,TE,16,robert tonyan,00-0033757
2022,148.2,,Garrett Wilson,NYJ,WR,53,garrett wilson,00-0037740
2022,148.3,,DeVante Parker,NE,WR,54,devante parker,00-0031547
2022,148.7,,Rondale Moore,ARI,WR,55,rondale moore,00-0036936
2022,149.7,,Hunter Henry,NE,TE,17,hunter henry,00-0033090
2022,150.0,,Geno Smith,SEA,QB,35,geno smith,00-0030565
2022,150.1,,Romeo Doubs,GB,WR,56,romeo doubs,00-0037816
2022,150.3,,Chuba Hubbard,CAR,RB,55,chuba hubbard,00-0036555
2022,150.6,,Irv Smith Jr.,MIN,TE,18,irv smith,00-0034970
2022,150.7,,Tyrion Davis-Price,SF,RB,56,tyrion davis-price,
2022,151.9,,Jacoby Brissett,CLE,QB,36,jacoby brissett,00-0033119
2022,152.5,,D'Onta Foreman,CAR,RB,57,donta foreman,00-0033925
2022,153.1,,Jarvis Landry,NO,WR,57,jarvis landry,00-0031382
2022,153.4,,Zamir White,LV,RB,58,zamir white,00-0038040
2022,153.6,,Tyler Boyd,CIN,WR,58,tyler boyd,00-0033009
2022,154.8,,DJ Chark,DET,WR,59,dj chark,00-0034777
2022,156.7,,Isaiah McKenzie,BUF,WR,60,isaiah mckenzie,00-0033466
2022,156.9,,Jamaal Williams,DET,RB,59,jamaal williams,00-0033948
2022,157.4,,Marquez Valdes-Scantling,KC,WR,61,marquez valdes-scantling,00-0034272
2022,157.6,,Chase Claypool,PIT,WR,62,chase claypool,00-0036326
2022,158.2,,Jahan Dotson,WAS,WR,63,jahan dotson,00-0037741
2022,160.7,,Gus Edwards,BAL,RB,60,gus edwards,00-0034184
2022,160.7,,Albert Okwuegbunam,DEN,TE,19,albert okwuegbunam,00-0036423
2022,161.7,,Isaiah Likely,BAL,TE,20,isaiah likely,00-0037838
2022,164.7,,Jalen Tolbert,DAL,WR,64,jalen tolbert,00-0037666
2023,1.4,,Patrick Mahomes,KC,QB,1,patrick mahomes,00-0033873
2023,1.8,,Justin Jefferson,MIN,WR,1,justin jefferson,00-0036322
2023,2.5,,Josh Allen,BUF,QB,2,josh allen,00-0034857
2023,3.4,,Jalen Hurts,PHI,QB,3,jalen hurts,00-0036389
2023,5.2,,Christian McCaffrey,SF,RB,1,christian mccaffrey,00-0033280
2023,6.5,,Joe Burrow,CIN,QB,4,joe burrow,00-0036442
2023,6.8,,Travis Kelce,KC,TE,1,travis kelce,00-0030506
2023,8.1,,Tyreek Hill,MIA,WR,2,tyreek hill,00-0033040
2023,8.3,,Ja'Marr Chase,CIN,WR,3,jamarr chase,00-0036900
2023,8.6,,Lamar Jackson,BAL,QB,5,lamar jackson,00-0034796
2023,9.0,,Austin Ekeler,LAC,RB,2,austin ekeler,00-0033699
2023,11.3,,Justin Herbert,LAC,QB,6,justin herbert,00-0036355
2023,13.3,,Justin Fields,CHI,QB,7,justin fields,00-0036945
2023,14.3,,Cooper Kupp,LAR,WR,4,cooper kupp,00-0033908
2023,14.4,,Nick Chubb,CLE,RB,3,nick chubb,00-0034791
2023,15.4,,Bijan Robinson,ATL,RB,4,bijan robinson,00-0038542
2023,17.5,,Stefon Diggs,BUF,WR,5,stefon diggs,00-0031588
2023,18.4,,Garrett Wilson,NYJ,WR,6,garrett wilson,00-0037740
2023,18.4,,Saquon Barkley,NYG,RB,5,saquon barkley,00-0034844
2023,19.1,,Trevor Lawrence,JAX,QB,8,trevor lawrence,00-0036971
2023,19.9,,Derrick Henry,TEN,RB,6,derrick henry,00-0032764
2023,21.2,,CeeDee Lamb,DAL,WR,7,ceedee lamb,00-0036358
2023,23.1,,A.J. Brown,PHI,WR,8,aj brown,00-0035676
2023,23.5,,Amon-Ra St. Brown,DET,WR,9,amon-ra st brown,00-0036963
2023,24.1,,Tony Pollard,DAL,RB,7,tony pollard,00-0035261
2023,25.2,,Davante Adams,LV,WR,10,davante adams,00-0031381
2023,26.1,,Josh Jacobs,LV,RB,8,josh jacobs,00-0035700
2023,26.2,,Dak Prescott,DAL,QB,9,dak prescott,00-0033077
2023,28.6,,Aaron Rodgers,NYJ,QB,10,aaron rodgers,00-0023459
2023,29.9,,Chris Olave,NO,WR,11,chris olave,00-0037239
2023,31.2,,Najee Harris,PIT,RB,9,najee harris,00-0036893
2023,31.9,,Mark Andrews,BAL,TE,2,mark andrews,00-0034753
2023,32.4,,Tua Tagovailoa,MIA,QB,11,tua tagovailoa,00-0036212
2023,33.7,,Tee Higgins,CIN,WR,12,tee higgins,00-0036410
2023,34.2,,Jaylen Waddle,MIA,WR,13,jaylen waddle,00-0036613
2023,35.1,,Travis Etienne Jr.,JAX,RB,10,travis etienne,00-0036973
2023,36.2,,Kirk Cousins,MIN,QB,12,kirk cousins,00-0029604
2023,36.6,,Joe Mixon,CIN,RB,11,joe mixon,00-0033897
2023,38.4,,Rhamondre Stevenson,NE,RB,12,rhamondre stevenson,00-0036875
2023,41.3,,Deebo Samuel Sr.,SF,WR,14,deebo samuel,00-0035719
2023,41.6,,Aaron Jones Sr.,GB,RB,13,aaron jones,00-0033293
2023,41.6,,Amari Cooper,CLE,WR,15,amari cooper,00-0031544
2023,42.4,,Daniel Jones,NYG,QB,13,daniel jones,00-0035710
2023,42.9,,Deshaun Watson,CLE,QB,14,deshaun watson,00-0033537
2023,44.0,,Keenan Allen,LAC,WR,16,keenan allen,00-0030279
2023,44.0,,Kenneth Walker III,SEA,RB,14,kenneth walker,00-0038134
2023,44.9,,DK Metcalf,SEA,WR,17,dk metcalf,00-0035640
2023,45.0,,Calvin Ridley,JAX,WR,18,calvin ridley,00-0034837
2023,46.2,,Jahmyr Gibbs,DET,RB,15,jahmyr gibbs,00-0039139
2023,48.3,,T.J. Hockenson,MIN,TE,3,tj hockenson,00-0035229
2023,51.3,,Russell Wilson,DEN,QB,15,russell wilson,00-0029263
2023,51.7,,Jared Goff,DET,QB,16,jared goff,00-0033106
2023,53.2,,Dameon Pierce,HOU,RB,16,dameon pierce,00-0037258
2023,53.4,,DeVonta Smith,PHI,WR,19,devonta smith,00-0036912
2023,53.5,,D'Andre Swift,PHI,RB,17,dandre swift,00-0036275
2023,53.8,,Javonte Williams,DEN,RB,18,javonte williams,00-0036997
2023,54.8,,Anthony Richardson Sr.,IND,QB,17,anthony richardson,00-0039164
2023,56.3,,Breece Hall,NYJ,RB,19,breece hall,00-0038120
2023,57.1,,Miles Sanders,CAR,RB,20,miles sanders,00-0035243
2023,60.0,,Chris Godwin Jr.,TB,WR,21,chris godwin,00-0033921
2023,60.0,,DJ Moore,CHI,WR,20,dj moore,00-0034827
2023,60.2,,George Kittle,SF,TE,4,george kittle,00-0033288
2023,60.7,,Alexander Mattison,MIN,RB,21,alexander mattison,00-0034972
2023,62.1,,James Conner,ARI,RB,22,james conner,00-0033553
2023,63.4,,J.K. Dobbins,BAL,RB,23,jk dobbins,00-0036158
2023,63.5,,Derek Carr,NO,QB,18,derek carr,00-0031280
2023,66.5,,Geno Smith,SEA,QB,19,geno smith,00-0030565
2023,67.8,,Cam Akers,LAR,RB,24,cam akers,00-0036414
2023,68.2,,Kyler Murray,ARI,QB,20,kyler murray,00-0035228
2023,68.5,,DeAndre Hopkins,TEN,WR,22,deandre hopkins,00-0030564
2023,68.8,,Michael Pittman Jr.,IND,WR,23,michael pittman,00-0036252
2023,69.2,,Kyle Pitts Sr.,ATL,TE,5,kyle pitts,00-0036970
2023,71.2,,Alvin Kamara,NO,RB,25,alvin kamara,00-0033906
2023,72.4,,Darren Waller,NYG,TE,6,darren waller,00-0031610
2023,73.2,,Diontae Johnson,PIT,WR,24,diontae johnson,00-0035216
2023,74.0,,Mike Evans,TB,WR,25,mike evans,00-0031408
2023,74.2,,Dalvin Cook,NYJ,RB,26,dalvin cook,00-0033893
2023,75.3,,Terry McLaurin,WAS,WR,26,terry mclaurin,00-0035659
2023,75.9,,Rachaad White,TB,RB,27,rachaad white,00-0037256
2023,76.9,,Mike Williams,LAC,WR,27,mike williams,00-0033536
2023,76.9,,David Montgomery,DET,RB,28,david montgomery,00-0035685
2023,79.1,,Matthew Stafford,LAR,QB,21,matthew stafford,00-0026498
2023,81.4,,Dallas Goedert,PHI,TE,7,dallas goedert,00-0034351
2023,82.0,,Isiah Pacheco,KC,RB,29,isiah pacheco,00-0037197
2023,84.3,,James Cook,BUF,RB,30,james cook,00-0037248
2023,84.9,,Tyler Lockett,SEA,WR,28,tyler lockett,00-0032211
2023,85.2,,Jerry Jeudy,DEN,WR,29,jerry jeudy,00-0036407
2023,86.1,,Drake London,ATL,WR,30,drake london,00-0037238
2023,87.2,,Christian Kirk,JAX,WR,31,christian kirk,00-0034775
2023,88.6,,Brandon Aiyuk,SF,WR,32,brandon aiyuk,00-0036261
2023,90.9,,Pat Freiermuth,PIT,TE,8,pat freiermuth,00-0036894
2023,91.1,,A.J. Dillon,GB,RB,31,aj dillon,00-0036265
2023,91.7,,Marquise Brown,ARI,WR,33,marquise brown,00-0035662
2023,93.8,,Antonio Gibson,WAS,RB,32,antonio gibson,00-0036328
2023,95.8,,Christian Watson,GB,WR,34,christian watson,00-0038124
2023,96.0,,Brandin Cooks,DAL,WR,35,brandin cooks,00-0031236
2023,96.5,,Brian Robinson Jr.,WAS,RB,33,brian robinson,00-0037746
2023,97.2,,Jamaal Williams,NO,RB,34,jamaal williams,00-0033948
2023,98.0,,Rashaad Penny,PHI,RB,35,rashaad penny,00-0034750
2023,98.0,,Courtland Sutton,DEN,WR,36,courtland sutton,00-0034348
2023,100.2,,Kenny Pickett,PIT,QB,22,kenny pickett,00-0038102
2023,101.4,,David Njoku,CLE,TE,9,david njoku,00-0033885
2023,101.7,,Ezekiel Elliott,NE,RB,36,ezekiel elliott,00-0033045
2023,102.1,,George Pickens,PIT,WR,37,george pickens,00-0037247
2023,102.5,,Khalil Herbert,CHI,RB,37,khalil herbert,00-0036906
2023,103.2,,Jaxon Smith-Njigba,SEA,WR,38,jaxon smith-njigba,00-0038543
2023,105.4,,Brock Purdy,SF,QB,23,brock purdy,00-0037834
2023,105.8,,Treylon Burks,TEN,WR,39,treylon burks,00-0037742
2023,106.0,,Evan Engram,JAX,TE,10,evan engram,00-0033881
2023,106.5,,Jordan Addison,MIN,WR,40,jordan addison,00-0038994
2023,106.8,,Rashod Bateman,BAL,WR,41,rashod bateman,00-0036550
2023,107.9,,Gabe Davis,BUF,WR,42,gabe davis,00-0036196
2023,110.6,,Jimmy Garoppolo,LV,QB,24,jimmy garoppolo,00-0031345
2023,111.3,,JuJu Smith-Schuster,NE,WR,43,juju smith-schuster,00-0033857
2023,113.0,,Raheem Mostert,MIA,RB,38,raheem mostert,00-0031687
2023,114.0,,Jordan Love,GB,QB,25,jordan love,00-0036264
2023,114.4,,Damien Harris,BUF,RB,39,damien harris,00-0035657
2023,114.6,,Jahan Dotson,WAS,WR,44,jahan dotson,00-0037741
2023,117.0,,Dalton Schultz,HOU,TE,11,dalton schultz,00-0034383
2023,119.1,,Elijah Mitchell,SF,RB,40,elijah mitchell,00-0036567
2023,121.9,,Sam Howell,WAS,QB,26,sam howell,00-0037077
2023,124.5,,Jerick McKinnon,KC,RB,41,jerick mckinnon,00-0031376
2023,125.8,,Kadarius Toney,KC,WR,46,kadarius toney,
2023,125.8,,Michael Thomas,NO,WR,45,michael thomas,00-0032765
2023,126.9,,Skyy Moore,KC,WR,47,skyy moore,00-0038090
2023,127.3,,Kenneth Gainwell,PHI,RB,42,kenneth gainwell,00-0036919
2023,127.8,,Elijah Moore,CLE,WR,48,elijah moore,00-0036980
2023,128.2,,Jakobi Meyers,LV,WR,49,jakobi meyers,00-0034960
2023,129.9,,Desmond Ridder,ATL,QB,28,desmond ridder,00-0038122
2023,129.9,,Ryan Tannehill,TEN,QB,27,ryan tannehill,00-0029701
2023,131.2,,Devin Singletary,HOU,RB,43,devin singletary,00-0035250
