player,team,position,tv_y0,tv_y1,tv_y2,tv_y3,pv_tv,tv_source
Bo Nix,John | Turbo Team,QB,48.684081488921706,48.684081488921706,48.684081488921706,48.684081488921706,143.71540855529688,explicit_path
Justin Herbert,John | Turbo Team,QB,65.51965613346417,65.51965613346417,65.51965613346417,65.51965613346417,193.41402490598622,explicit_path
Jahmyr Gibbs,John | Turbo Team,RB,111.71163377244991,111.71163377244991,111.71163377244991,111.71163377244991,329.7727428962721,explicit_path
Kaleb Johnson,John | Turbo Team,RB,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.004118757986484417,explicit_path
Kenneth Walker III,John | Turbo Team,RB,30.79193045165177,30.79193045165177,30.79193045165177,30.79193045165177,90.89777869327602,explicit_path
Ollie Gordon II,John | Turbo Team,RB,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.004118757986484417,explicit_path
Trevor Etienne,John | Turbo Team,RB,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.004118757986484417,explicit_path
Brenton Strange,John | Turbo Team,TE,0.9390487130852176,0.9390487130852176,0.9390487130852176,0.9390487130852176,2.7720718010275625,explicit_path
Kyle Pitts,John | Turbo Team,TE,0.9390487130852176,0.9390487130852176,0.9390487130852176,0.9390487130852176,2.7720718010275625,explicit_path
Terrance Ferguson,John | Turbo Team,TE,-9.877791010161058,-9.877791010161058,-9.877791010161058,-9.877791010161058,-29.159239061995443,explicit_path
Amon-Ra St. Brown,John | Turbo Team,WR,80.643507239283,80.643507239283,80.643507239283,80.643507239283,238.0596333703634,explicit_path
Elic Ayomanor,John | Turbo Team,WR,-4.079508352576218,-4.079508352576218,-4.079508352576218,-4.079508352576218,-12.042708656804994,explicit_path
Jack Bech,John | Turbo Team,WR,-4.079508352576218,-4.079508352576218,-4.079508352576218,-4.079508352576218,-12.042708656804994,explicit_path
Jaxon Smith-Njigba,John | Turbo Team,WR,80.643507239283,80.643507239283,80.643507239283,80.643507239283,238.0596333703634,explicit_path
Nico Collins,John | Turbo Team,WR,53.57937714279428,53.57937714279428,53.57937714279428,53.57937714279428,158.1663213255287,explicit_path
Josh Allen,Kermit,QB,111.40428935212768,111.40428935212768,111.40428935212768,111.40428935212768,328.8654621674809,explicit_path
Trevor Lawrence,Kermit,QB,56.68264731545074,56.68264731545074,56.68264731545074,56.68264731545074,167.32717487521057,explicit_path
Tyler Shough,Kermit,QB,41.52452255758232,41.52452255758232,41.52452255758232,41.52452255758232,122.58039058998301,explicit_path
Chuba Hubbard,Kermit,RB,14.633839705389317,14.633839705389317,14.633839705389317,14.633839705389317,43.19909481030926,explicit_path
DJ Giddens,Kermit,RB,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.004118757986484417,explicit_path
Josh Jacobs,Kermit,RB,28.80292422380369,28.80292422380369,28.80292422380369,28.80292422380369,85.02623230866848,explicit_path
Ben Sinnott,Kermit,TE,-9.877791010161058,-9.877791010161058,-9.877791010161058,-9.877791010161058,-29.159239061995443,explicit_path
George Kittle,Kermit,TE,0.9390487130852176,0.9390487130852176,0.9390487130852176,0.9390487130852176,2.7720718010275625,explicit_path
Adonai Mitchell,Kermit,WR,1.7335249588465584,1.7335249588465584,1.7335249588465584,1.7335249588465584,5.117365678515041,explicit_path
Jaylen Waddle,Kermit,WR,25.389096041484432,25.389096041484432,25.389096041484432,25.389096041484432,74.94861151446204,explicit_path
Pat Bryant,Kermit,WR,-4.079508352576218,-4.079508352576218,-4.079508352576218,-4.079508352576218,-12.042708656804994,explicit_path
Troy Franklin,Kermit,WR,-4.079508352576218,-4.079508352576218,-4.079508352576218,-4.079508352576218,-12.042708656804994,explicit_path
Bryce Young,Mike Vick In A Box,QB,25.24237125292212,25.24237125292212,25.24237125292212,25.24237125292212,74.5154799386261,explicit_path
Shedeur Sanders,Mike Vick In A Box,QB,-1.344745252299209,-1.344745252299209,-1.344745252299209,-1.344745252299209,-3.9696879847872646,explicit_path
Bucky Irving,Mike Vick In A Box,RB,28.80292422380369,28.80292422380369,28.80292422380369,28.80292422380369,85.02623230866848,explicit_path
Devin Neal,Mike Vick In A Box,RB,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.004118757986484417,explicit_path
Jarquez Hunter,Mike Vick In A Box,RB,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.004118757986484417,explicit_path
Jaylen Wright,Mike Vick In A Box,RB,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.0013952432203538,-0.004118757986484417,explicit_path
Tony Pollard,Mike Vick In A Box,RB,14.633839705389317,14.633839705389317,14.633839705389317,14.633839705389317,43.19909481030926,explicit_path
Trey McBride,Mike Vick In A Box,TE,30.76199907688703,30.76199907688703,30.76199907688703,30.76199907688703,90.8094212749705,explicit_path
